,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
49,4.8010345816994136,4.587041128935792,4.700176309340979,4.434760018815842,5.047903051772071,4.952161990066744,3.8723447048885884,4.796992933086893,4.629595177948026,4.960508297559374,4.098166289664782,3.791954173703101,4.993448318579705,4.449370481793161,3.547095569193015,4.264059335531474,3.0558615969561265,3.4491417063174765,4.431747080566819,4.3688747907115975,5.040957886865246,4.748302397147693,3.568595073813373,4.922693382432912,3.907178799177524,4.251435329843049,4.212973256826661,4.265600028013948,3.0226476720644104,3.8287045658562655,3.530416940789495,4.993020819887766,4.9846968851935785,4.9951720075928945
50,4.3890597030343805,4.749244578706161,5.246807501169267,4.019194591923008,5.08029942117003,4.45484429590093,3.1006559280997856,4.651450574984949,4.982487950452867,4.9855723512962555,3.9501094809029302,4.076686372067344,4.979423191652997,4.421494819096571,4.286731387456094,3.747135044210988,2.712125885374116,4.032291267138189,4.3270155521076505,3.794098556733448,5.3040488515277024,3.0400545871251823,3.091749449252944,4.394189216629909,4.976353966458113,4.909914714874412,4.97499698644725,4.698530151450523,3.4388710278121724,4.138234662947646,2.079133942487383,2.6495612453592345,3.6341832800222513,4.3464716617061505
51,4.328077046999982,3.871657000998293,4.207792449568068,3.5281967958002025,4.304969654788235,4.2680420228408895,2.6516076348891033,4.182796783504438,4.020416862870551,3.964594693361325,3.4209590352142456,3.721928755498733,4.9659427186680665,4.007089623625433,3.31612458953381,4.1299696318946095,2.2439146867863617,3.3073472017227847,4.128049075612026,3.3696054803419098,4.1213828481083405,3.9919508711571585,3.454896951349382,3.9301763808121044,3.979299521364688,3.9835929649224564,3.031916947358244,3.9876390054877553,3.6393763575435774,3.425438746927485,3.1347244634868496,3.3780026928528697,3.685157538774116,4.70955973808257
52,3.9439140012087495,4.128861013016643,3.909024157199783,2.8537751596823266,4.818772694381029,3.9181489517897083,3.422716174749637,3.8214103674859423,3.997073734372705,4.949198817839789,2.8303836828764686,3.5898626493254215,3.0149010063389463,3.3675521543732394,4.097161707001762,2.9521869819585977,2.4301856672386637,3.3550028254067965,2.6104003343716404,4.540282095995096,5.031525004419539,3.941361386378749,2.5350533590099467,4.459037706138827,3.6299466289629607,3.4628154275487195,4.96549029484851,3.0357193554732107,2.803972471037442,4.993614420436567,2.6278091468538456,3.9983502429918185,4.987287288548651,2.1817094045734717
53,4.773484255924681,4.975825224673009,5.03145948616094,4.278739474506277,5.005877733557981,4.656795969999955,3.6839537866790724,4.831984828882428,4.937110227045639,4.989668825079504,4.389558832860233,4.132257570179209,4.999049461843397,4.366293501773395,3.7770935818089564,4.638481313158715,2.807026893191666,3.446877206408264,4.305489242484752,3.877605716606214,4.998986854104421,4.135751826423995,3.988618873313092,4.812720503495468,4.424486870164706,4.955696087805957,4.491211224053949,4.988668693453744,3.6302867856409233,4.0253368354989005,2.0065930484413728,3.7177839759771834,3.7811448497939666,4.99616958477357
54,5.126767577876333,4.810586697195353,4.97141258031289,3.7442733823434793,5.027028727259542,4.876219257935683,3.4192091802564004,4.7724350207932735,4.98198325963501,5.0048564423720086,4.228235691781399,4.949785050865382,5.208208620118037,5.303872892792738,4.0034584495674865,4.997523683149245,2.96720251024112,4.206305297651768,4.320152737346054,4.323850638838702,4.778725880517752,4.993234240446246,3.993120388187708,5.0331093044844435,4.807504534804287,4.831595771196747,4.441855673062359,4.97959920744426,4.572463036352638,4.147664942318877,3.4239609029793003,3.7021135945172547,4.672926177973126,4.676619703741129
55,3.2638554699061775,3.480811921262288,2.9573277067789623,2.075237821806612,3.767441391193829,3.4632056447195394,2.7836034941441854,2.987556627250705,3.064993583008682,3.9865154563529774,2.6401442535243387,3.343218563569304,3.1269794100255286,3.7269078139730953,2.9965630771492426,2.8399297260702783,1.4443103717614123,3.1647774498961017,2.0298811950381936,4.98003409949768,4.984679218895433,3.9868655751249973,2.5090564009459753,3.709242410103357,2.8990851187936624,2.8426992854885222,3.589781532000898,2.5246879257836166,2.4817372146016683,3.9982958163805904,3.984503871613847,4.0832623302663125,3.329110074227369,2.720956390596752
56,4.7801595213976675,4.749961329588511,4.6048112001752255,3.4284835733872816,5.081642427420606,4.8234426841742515,3.316119688583913,4.535987618798669,4.930237391547966,5.111557898791092,3.660891912099916,4.948810598360572,4.877860354752118,4.990440925017763,4.682406641958964,4.0290234839536545,2.840488655612466,4.985580178382271,3.8325283879725016,4.882480109191598,5.003126249480613,4.78676010517619,3.1202817927514728,4.979348285237632,4.9000751190473215,4.518012472698029,4.992982958787203,4.413829684981323,4.298759656720067,4.654363486216704,3.6681712277241587,3.496069870563038,4.602121629642335,3.713638605125292
57,2.589106015174379,3.7494264416573637,2.7091959269341443,1.988243952750895,3.412949653436523,3.0785792279802044,2.5652237958719644,2.795708328093177,2.9500278130675275,3.656326827321315,2.27516047625376,2.6714332920017227,3.2438778092051854,2.013972247520053,3.6464204290628563,2.0441107562313885,1.0503577315666495,2.5186756652926894,2.3252609370071995,4.986985738529406,4.96205482066204,2.547232153509509,2.997857154683016,3.0773937040624757,2.656778714152195,3.015950265237238,3.5378502945716805,2.251391182209695,2.076645434897046,4.9726242015098645,2.4795066013055087,3.622985250869691,1.0243119988469194,3.064897948851856
58,3.847758903943805,4.099326074560485,4.011331051450691,3.0297953371042845,3.789663250883672,4.2296261052634545,2.69302148829537,3.951481942907736,3.8505062268176533,3.93907574184044,3.61403812640727,3.873948107764498,4.8288396232900395,4.967628545517097,3.13170511818149,4.057615813436326,2.9843166519735562,3.3867093832709663,4.196980408462771,4.984256887414403,5.0417332088949065,4.184347319045382,4.177442432851159,3.888756061022196,3.6903060271250565,3.80373221343868,3.712527473144132,3.7990496725346814,3.9893217773468646,3.32134568245573,4.313937348761778,4.98822420451699,3.0189486457551915,4.992127250898144
59,4.625041232882678,4.58542669895789,4.197932471505493,3.0378301453391288,4.774156730122205,4.707956770901304,2.835119646378159,4.411234791789468,4.26521829475277,4.640438993749454,3.706388905752211,4.455804708043589,4.942618929856543,4.989782654429178,3.8307643104450144,4.974038098220093,2.8853656684591265,3.89609484773689,4.420623551642285,4.020556116289408,4.999218802877027,4.94956471390824,4.134656805364117,4.4268742916284864,4.516436390152318,4.287225652929351,3.8904033949063774,3.904681784030862,4.460127110000957,4.97120309293739,4.983060319181719,4.9893994142689415,4.936467185491079,5.000445397664952
60,3.7407730520361064,3.239626754216878,3.813159174028635,2.926713041365486,4.095819943766462,3.7408164016744907,2.862344262335802,3.4070354450569433,3.4583298839804772,3.971076278950297,3.415283960153389,3.2941960421704835,3.863021415945237,4.983320389981104,1.9052485236698347,3.8324835969959605,2.267303777158511,2.79529983498861,3.724736641538098,3.480126722790243,4.548403846566462,3.736359476825299,2.5749634926434584,3.8383565715555066,3.33782950021969,3.237140890104692,2.8719012427824433,3.347656120408239,2.028275790998711,2.692028315938634,4.978652009851738,4.002133666259379,4.972272434060183,4.981037508307153
61,2.8558222105705555,2.4744836801203793,3.041739825996644,1.8294271057565263,2.809528487476185,2.6257437237868366,1.2651017841455217,2.489515849971898,2.5221425368809416,2.7532736694716085,2.823020331624403,2.95980523461043,3.06216209640627,4.963062751645906,1.1907882529834384,3.053800301214121,1.2905647074949211,2.937222836682455,2.4165227789916686,2.4021360855037726,3.981097548018605,2.5674182612916168,1.5167407943099345,2.5292398581465334,3.3825226847999024,2.7518510476770013,2.4075684384824276,2.8093193764633635,2.165676411926714,1.0148060417257325,3.9812367067654475,2.0167837163145785,2.987136458098932,3.0029030429918615
62,4.4352419942424754,3.866562570811059,4.332016139217208,2.877605034782541,4.371785730732666,4.5543180151882625,2.439399906455612,4.245257598587652,4.016354412275963,4.250907446454694,3.080988776699119,4.30888347524272,4.758682079245307,4.989667327509276,3.812628765766742,4.194436684792986,3.577041064982242,3.7300829278358725,4.488818155680826,4.989470478624161,4.626897690894998,4.792281106376929,4.161214591937807,4.073861895809884,4.078170771627124,3.60148626420572,3.802023245713517,3.581230048882138,4.979125700802699,4.175922035110014,4.987884846231545,4.995516305680196,4.990460934907765,4.19329804234569
63,4.354829304755905,4.241482468434471,4.381912288245656,3.6668253463648623,4.1824362871615595,4.098289687933535,3.535540235844539,4.389623153880629,4.073651318916178,4.082580887287913,4.228982526057936,3.7099981931420754,4.5172870069609585,4.965189346493462,2.570671546993215,4.971564476701938,2.5463503039962854,2.700570802090697,3.6962149325877456,2.9708345823767788,5.13004133733044,4.46613147025589,4.024096493785132,4.655714829908152,4.008139845509113,4.1987123567973565,3.9538824533765506,4.3697626424133595,3.6860520002070087,2.002348139851651,2.0231372238493854,4.978948273749922,4.005816183967693,4.999850064777928
64,4.591092756665312,3.533355758619192,3.9219625756998204,3.4774195119026374,3.908005816180382,3.865555236655153,3.215536148629328,4.149228937661446,3.610066800653633,3.590170117053255,3.810528300659755,3.564985468381001,4.0070977159446395,4.772429326718673,1.9678134005851526,4.961572253785404,2.235802581273883,2.5010397387548293,3.2080990360085853,2.0108625170542025,3.998371353030062,4.9651887469732685,3.3493503506196496,4.529519523094235,3.705216414998137,3.5819318918601564,3.1143279612880073,3.9791605123946776,3.578113746767185,1.0279828005989293,2.0069311640758105,4.459805388218468,4.987646291861615,4.002094318251955
65,2.381450706027043,2.2583724181138973,2.6357770390480235,2.541831100637377,2.5470303637968152,2.643161688300638,1.7087966531042675,2.8399210305717304,2.320383436720088,2.3111629920198378,2.1133789183027067,1.7652620905546703,2.5615068485636567,2.8983568048348523,1.534509631006282,2.5338590896746456,2.968401962224915,1.8418999873135378,2.8575586034183194,2.0105984236507948,2.9833339260540765,2.627096130914337,2.3676007363760476,2.36166908708953,2.1588257579782955,2.0785601152789637,2.3236578964622296,2.2863808466223112,2.5534715643311587,1.0126493637750484,1.8232470460504897,3.984421540148737,2.9978578915771616,3.1552769245359324
66,2.985363147477436,3.15477491223047,3.5530160109463096,3.1362375848792707,3.3000545531856895,3.684167461436028,2.4433795726795697,3.3455759555287603,3.4539589911845,3.5505635261647326,2.610213821681195,2.7443614609363847,3.581412395692718,3.0932742233962585,2.8240032275475304,2.5415417479835702,3.9701381824509774,2.491977917192538,4.001966901783019,4.969908649293901,3.0065170549989686,3.1821745798670524,3.4632428060116776,2.985452155712542,2.0565318641397723,2.796991252868191,3.018803330351829,3.20152504037996,3.008485933239462,3.563754853103263,3.2935753020343306,3.928776764319828,2.957443363897249,3.9863971688952993
67,3.539649615410564,2.893089106113282,3.1237498311324035,2.423298030329498,3.8778988712049953,3.0951642661159786,3.2320547768878067,3.259342580188039,2.757227211636469,3.373798095557315,2.720937779272443,2.614803305486789,3.131884718664096,3.63368322694984,2.0185243021532364,3.727022722185493,1.0193945822028443,1.7253459698031628,2.511743464263412,2.016134561703702,4.985494609902567,3.7857571994898525,2.567341552216629,4.094781921839299,3.2334462864064983,2.6725889073125817,2.8976481912124736,2.373855669042124,2.0097969047709467,1.926596967635208,2.5236435123985026,4.975461645975447,4.965325585188933,3.9912061527904132
68,2.2916469668746977,2.5023507696457954,1.9788029441261352,0.8225797632872013,2.37498990524201,2.3484523933185777,2.0222361359137415,1.8409876652478439,2.042318396160884,2.856701477392646,1.1709283762694667,2.267263572326992,2.1046767018861194,1.013534236107614,3.1696817919280624,1.315223609502338,1.0123148774530097,1.0178183798713585,1.842783649030707,4.971935730981937,2.7908434432730687,2.4554082793899723,2.945173583707808,2.466103848088474,1.289344518441853,1.6522629836592142,2.6309036092463365,1.066305545462387,1.902514406815164,4.963364940942589,2.6777774235864342,2.992857087759903,1.9005759093315246,1.0123186920086458
69,3.7100404601822587,3.8664815425493098,3.8254520008790878,3.476034185586616,4.023669648643933,4.465117261398339,1.5544364526877679,4.130967416358032,4.1087487013666655,4.172518657826697,2.5058152257754482,3.6855240453509124,3.73170201353858,3.722570404839091,4.246397760464512,2.502356897582607,4.961526245619958,4.965118426655691,3.9919419378881194,4.982795039937902,2.9997829327745196,3.9974526749328105,2.5817100145187877,3.046062927376851,3.4996248049939807,3.3394840972213684,4.256186615153543,3.4924788430842217,4.655149956811711,4.404072377250841,3.798163283194801,3.3029854271612504,3.917388712718755,2.0249232390582144
70,4.06002393358399,4.49345213865696,3.84688253963977,3.3347450813168265,4.194075367609287,4.534250271299286,2.301003113408279,4.254701499141051,4.210554464523603,4.050626280525463,3.2224414622409165,3.8476669526783374,5.2004689489124685,3.614713118532525,4.2924394977386156,3.8022139048613406,3.015633808137769,3.9785042823709222,4.955284474187098,4.0134405795041515,4.004484650444292,3.8018788052264254,3.8844647757705513,3.6560029718852434,4.1970553825586325,4.187126107431058,3.535084642318924,3.7310508310905757,4.044984150397408,4.973629782951931,3.998298043492267,3.9900876470269213,3.0133536441992774,4.995135008107284
71,4.261528547525268,4.0487923698928086,4.17078473986146,3.1068527532340227,4.445432844004573,3.942407487647364,2.35815491606293,4.138749588917876,4.045035314380322,4.015905054358695,3.347363391388431,3.9522474856247736,4.458108588254192,4.527839711920855,3.505286710911007,4.028187524696193,2.0005990631539086,3.9988861449262685,3.7190128345117817,2.63826897211274,4.844983201135861,3.6092182115366516,2.7517741721142044,3.990767791307289,4.9438865389221665,4.185632677866464,3.8370562073687733,3.9043679577191117,3.7683354145082544,3.0034772167951247,2.7124432750322947,3.0000611026579946,3.878979085814248,3.9951181761781287
72,2.4707041004561803,2.932039829865071,2.895041316431841,2.388200658269563,3.289454839003051,3.2976336728218083,1.71044278329053,2.9541991911124894,3.2055027203882043,3.469762643323997,1.684104628174572,2.6715778508477803,2.588932951246552,1.9616104967058865,3.5366798007932223,2.052292824571807,3.955802718665587,3.0006571034149085,3.0186744808299433,3.999513583293927,2.0041117226685463,2.8835667979797495,2.6603714773498086,2.391337882849729,2.0261588545335965,2.504895809884645,3.0803647892917345,2.612753371246349,3.5322211114103585,4.963161169590964,2.55563470337427,2.7431140806441374,3.1138523632774198,2.272944206128388
73,1.3386876407277835,1.838370056400521,1.2184067521248838,1.1317253244746406,1.519905919771074,1.7220204026427202,0.8809887197238873,1.5144582806260454,1.2260476816561543,1.5315607770546609,1.562273590816109,1.2632902098979444,1.9433782663299999,2.3312885784920683,0.9212594492543544,1.5928001541900152,0.9871251973687242,1.6090233480987468,1.7615309720410606,2.0142385765135686,2.9761851668827526,1.6390891990051204,1.430400981944421,1.3606713364916643,1.6163395602412765,1.4613577216362712,1.431211998602645,1.0819212165392857,1.0087690455842042,1.3005846247685837,2.9768274684990748,2.989575315952228,1.0167701137929246,2.5406648393998883
74,3.3869474765389613,3.5254794993026373,2.889208329262533,2.203579531534792,3.2737340512246043,3.400157240033963,3.0048478929239146,3.0524970996905547,2.853664887595532,3.4548423717607775,2.711197724253345,2.8957938590312784,3.768234058765649,3.1336684078433206,2.9231414067438846,2.7789627311837513,1.0318794844751327,1.993369005301084,2.982685977939297,4.971639006987709,4.994671719766004,3.6150867502025608,3.43393130417467,3.755089769481841,2.7089638715045186,2.7648685606823697,3.2338726396210036,2.218050523117754,2.008717687344305,3.454148168189982,3.6483907974553076,4.978721954541486,2.5495825024158156,3.573015447929282
75,4.198772390869314,3.7291708967912855,4.038342252273095,2.8553633232263853,3.856352401067945,4.447214685650434,1.9181574511907746,4.1283149777442505,3.7645180898073796,3.78430662578546,2.7786620420343557,3.908455688691387,4.763729289878591,4.350173598331282,3.821457673335173,3.749300326225639,3.99482177546997,3.423934355349685,4.979610774561176,4.993158947620843,3.8852676200571596,4.37535526235044,4.375743006860955,3.4971422645995918,3.705570417138049,3.3435029146158373,3.4477994205345563,3.254047306081566,4.9805135683767565,4.180916938940408,4.984549059733968,4.993062725599039,4.308930610681299,4.006587113314665
76,3.1750180256638947,2.8260723397831273,3.782390704569517,3.3695524845831906,3.4878220808841016,3.6015789409394303,2.2535186255321884,3.6098094001264536,3.411848504869205,3.209928917314923,2.850393622395553,2.7082710320737395,3.793638722379431,3.9314134526126217,2.10219516925748,3.4606615593144543,3.9704956562311384,2.5640954622979426,4.246525915097749,2.9031919247825715,3.112993752125923,3.261708607414406,3.183953610205404,3.054558259928109,2.7695693894428146,2.96468767646624,2.540982200992204,3.537644307403092,3.359198650898951,2.0121491698756606,2.995203559644405,3.999892907425595,3.988668290015836,4.9766848213817045
77,3.7107223371042517,3.177252299503718,4.037619861790365,2.817024968534437,3.21343030506322,3.6434944036130648,2.644133612093791,3.4920729275103226,3.2192459543786276,3.3084856231957573,3.0031728215065177,2.858509770664275,4.420597305161716,3.657514730222091,2.435590975102515,3.3747100880948353,2.998605775069919,1.0302358367690354,4.966287666026539,4.978292808808349,3.991019070318701,3.175247294173075,4.798100060082097,3.3798379617357157,2.4976871722024683,2.929975304087205,2.657620572247888,3.0191619675332935,2.9392614478739536,3.006215099949093,3.990510817129336,5.00050556316331,3.294135812103549,4.990113331651569
78,2.708647805033066,2.53708364250042,2.8242234144889435,1.7524407675222025,3.012420190376442,2.441424813025594,1.9072690557089766,2.7354845782417456,2.467240415870365,2.6327702301687084,1.9778179111901728,2.5087272401038683,2.8310611852450864,2.7184300379224333,2.4776452284785444,2.8130728029686773,1.0093380658067115,2.0041550108026063,1.9669039675516276,2.005988313104407,3.9694275890886868,2.545094016408518,2.4424660358943906,2.858990043259851,3.106900656948378,2.5699487778436105,2.6892594961364304,2.3202261669694075,2.970620202922863,2.0540921902502163,1.0097014735617396,2.880206601583543,2.537890944068313,2.614439270388809
79,3.93815961969039,3.9512977544192776,4.498848528871783,3.8789561245333495,4.081503886955779,4.272351326714035,2.705306988855641,4.135510266667577,4.141949322723464,4.2161815686867055,3.4088273206699644,3.2066081554787567,4.427898838491205,3.8341572652888134,3.199078485411046,3.136572523360075,3.9758861951581004,2.8400874059974814,4.965080129805616,4.982768860948503,3.9872437556044438,3.2601358339609328,3.748671955289319,3.5741999223947563,3.1641787428711337,3.695328876398798,3.6837719019565913,3.8821955888740423,3.0197393866621853,3.7143376464412654,3.598807200759129,4.007875710304721,3.5388954091621816,4.548146176078122
80,3.6692765881741374,2.5350264477313647,4.0961621715190395,3.316228187140795,3.223077723662733,3.52505826960291,2.113394918142086,4.079749915450171,3.274916436336962,2.7093030438506025,2.25888993476808,2.443168127583833,3.694613666218836,2.758793877975974,2.6758229295496467,3.818793866377698,4.967427894572303,1.0269762255680615,4.97385715430536,2.0209605685265295,2.003222728875074,3.456022220543528,4.6990284945129535,3.092690946405232,2.5940175972975785,2.615494419663925,2.5926369726537133,3.1825011829043564,4.973350298383364,1.9145644469926815,1.018404454117395,4.979514477943496,4.9836146347198085,4.000712391256797
81,4.162379449034116,3.1939631138596978,4.3684257227888335,2.5181868030027537,4.425469551117264,3.961475871474881,1.903266982836124,3.803403077051022,4.032596364213842,4.135071929021283,2.336597268691469,4.330626833263592,3.978936024407158,4.100936206623944,4.105929411207933,3.4416790621505857,3.0091457309316345,3.9901402153224876,3.4870834090924747,3.978337638373644,3.326140790241933,3.8997109394812264,2.87911158147476,3.617012768689759,4.145856237828234,3.4450759515900993,3.5579851514640373,3.6529244290249188,4.965731121269298,4.306284773148547,3.282210529234612,2.0272617553801964,4.972416885856291,2.5375880567449105
82,3.9526132839947405,4.1433771442672604,3.7709135088759913,3.3110118915147715,4.4177427456395275,3.990167911989128,2.8029555331233165,4.026715588204982,3.9136692038579874,4.1778679889369625,3.449678113197627,3.632653645694901,4.071448778119898,4.235034916006571,3.2490833092223212,3.869712983446519,1.9999520953566279,3.9843674847766253,3.0337589832802307,3.0102398511265784,4.979550881754495,3.985675217427507,2.517084732967729,4.0768009225778625,4.2554274660686255,3.984836732759918,3.8889166065950014,3.7619782197660587,3.2027478460747076,3.157945527769211,2.640248790688505,3.6180080427341625,3.6493181490984057,3.8978979529429
83,3.8649987847006972,4.245538513645444,3.5514216272615204,3.322064975816921,4.42378098562499,4.601231448178628,2.45487204527551,4.199271121472846,3.9918295398407357,4.177700345738094,3.3083702402145003,3.9306525593594714,4.730927861239076,4.892151203139193,3.617072132223404,3.976775214495206,3.145652752441581,4.962368641331489,4.003198262851894,4.0071954363874625,4.999959270268787,4.674360106406068,2.9206108932233463,3.9126604839534167,4.3001999866441825,3.847039189126622,3.733154084505789,3.6030063320555703,4.0011180545067235,3.841362609813913,4.984778083843146,4.981992368206235,4.000523154845807,4.98829370354338
84,3.348920203009554,2.770060967783273,3.0320512855057835,2.04766333899396,3.110067112919485,3.810871443431263,0.861377326934954,3.243816046678848,3.1668510633235387,3.009669862541297,1.823659977979663,3.6917531761917033,3.8777886351594484,3.7799670930944624,3.51704880236468,2.985240350616374,3.8134488313734125,3.9808061716060865,3.9974076926768296,3.9895485374977597,2.026158615233505,3.9770731048339534,3.016911724697576,2.504812254328832,3.172629069424623,2.588476589744094,2.5214087603364836,2.7035383943317215,4.973344522944468,3.9606491035399043,4.978702179939936,3.1188696931685285,3.9911980401507416,2.7347362293356325
85,3.4512044627220853,3.2574409310304935,3.428071991761234,2.7558447681105283,3.1542804899320616,3.6516196730241988,2.5511778943875725,3.4193264806583548,3.1206136862560947,3.306419365621697,2.674092636509008,2.855495294066531,3.909067603265729,3.358911399271571,2.817650255876043,2.881553786091201,2.9563699252655944,2.0017500127210295,3.9824876298608514,4.9710201431046475,3.908539960153678,3.6003129304157886,3.9388606541750204,3.368564343852891,2.475708450426118,2.7097366545592534,3.0931008343906345,2.713877099378602,3.0694992266852017,3.0102273027091284,3.5521268126475203,4.985604472261304,3.077536105678155,3.7699785045800436
86,3.7413457457206523,4.082900039919438,4.364751739757267,4.121703684515805,4.476527935434041,4.205551189756214,2.961852486719649,4.419881197543145,4.543283467822575,4.119604279137486,3.347929230812293,3.5294631975009434,4.622124640476606,3.4948220726060772,3.8250088818704797,3.6998759854032808,3.3050785578268482,3.9685256728200553,3.9841997069786776,2.992225940830923,3.9030575425620855,3.455235755906122,3.141647477709743,3.9400363462791748,4.030682863507892,4.285686020492337,3.792133107158712,4.593710541427215,3.988742850764489,3.2669794035653807,1.031068123173208,3.0018486672482574,3.0014405044689902,4.977666031643534
87,2.957623211169626,3.2420118083888827,3.4970901861854427,2.8273924926902168,3.959774390323061,3.1310241284789995,3.807640965515219,3.191757703464932,3.3394268832118206,3.917416798946003,2.781065195805598,2.6826306315592285,3.0549540419366985,2.854099482578283,2.720541946942751,2.897868308365278,1.502968231310602,1.9781869284881006,2.0291082387351764,3.96912152526408,4.984057280414326,3.2283055303491555,2.8555027775360364,4.073218635301052,2.516840674745671,3.0060592381182185,3.542178734506871,3.1234569662288942,2.0404470215296917,2.9993151148534682,1.0237834822711624,3.995492614330735,2.987406269408163,3.9747488874040333
88,3.7056720101723544,3.512468500941347,3.4316397279156923,2.282524911011079,3.804955497932432,3.87604205846949,1.9805302890906253,3.610427517672908,3.2011621446275016,3.56743861125674,2.76745249382648,3.5995452188455723,4.236244513823534,4.619458197488432,3.092171335073149,3.7940615755751614,2.478460644589393,3.41998249034328,3.769819018347574,4.009693322773256,4.979048181137591,4.108190726978295,3.4500715634174584,3.4611214382043203,3.8814276385241313,3.1744699526095275,3.2147495979363776,2.7857601959838862,3.9834586466938977,3.467304626443551,4.974541826821347,4.991857496302756,4.00093932838919,4.160066502062293
89,3.978435215253397,3.4153696926571278,3.523359144428414,2.3377951596154487,4.045327841676112,3.729227641711472,2.7775623481179665,3.506098065515886,3.1636693420983497,4.102885770355932,2.484071544762117,3.323417076336763,3.167970977000694,3.763671820620878,3.294584508338203,2.906557243988477,2.252848801972647,2.6454965284786547,2.84252126609352,4.981737787463547,4.980503321828211,4.261164251686134,2.978470498875181,3.9978811352472197,3.175872683959553,2.6586687600681,4.018979463058496,2.275248034419767,3.0063457233585384,3.7776797282518775,3.993305941090804,4.986612939062246,4.974867482763597,2.024600016272867
90,3.1425637454848876,2.426242441180658,3.169899919767823,2.086630296898151,3.271136340037816,2.8415999585762637,1.8168204402407968,3.148517744571901,2.7984862563895025,2.8292522662025017,1.7606484285321737,2.773449001264235,2.787575523080128,2.7080362873501413,2.9165421325499548,2.953433319866182,2.3247186414860748,2.268702213862615,2.457070062377991,2.004889734554685,2.9885417300097905,3.156246533506101,2.624401817489409,2.9994534478871357,3.098778678301405,2.4595372049426367,2.88425647746232,2.500464893967877,3.9679662735099903,2.3401785467183096,1.0146664467547646,2.99532937210665,3.9821149205609756,2.007618851727538
91,3.5867753178521875,2.8935495360777246,3.1363155436777794,1.9884526517808783,3.643457330549838,3.4687659896305902,2.0959714312772113,3.1596830876901354,2.9526481098702573,3.5860505585614058,1.9810331060707709,3.196657277210184,2.987422069158681,3.2725637076770178,3.206517453863181,2.837175088629123,2.567875507920401,2.6395093213230623,2.9930394785935643,3.99546316268268,3.459532006268459,3.923612532697735,2.7688096972761986,3.3467936272915786,2.903002568907532,2.3877609565909674,3.205357286191372,2.1441127714737678,3.3570372271495352,3.9874864983789506,3.9882344249547095,3.990479270029568,4.971771184952122,2.0148908377136823
92,2.41675616759764,3.314897209832691,2.9688856747532197,2.7778643117362103,3.141937854080584,2.7964298350774888,3.038164520720797,2.9755781400484627,2.892142802603287,3.0367942782765764,2.9641214529630258,2.1123855558773386,3.486703973235617,2.7312021442686607,2.125848197338049,2.86995342182479,1.131234801143008,1.7959950054445435,2.561316053325546,2.994470928120511,4.969626312373031,2.3235981895102165,2.9794223407082505,3.247972605514003,2.615454920673951,3.1447967746710668,2.8653048918221184,2.9832311816746047,1.634180107951297,2.0719089805774806,1.0160423231013727,3.9911832278936124,1.021344264496279,4.9742076399055675
93,3.0284318632050997,2.9370415619331207,3.273379606740595,2.5819661095469377,3.9616890145563457,3.1140873176135146,2.513427787868794,3.1551302364375156,3.183914355497421,3.519925536424095,2.509601617743233,2.7663290287120965,3.1498592266088568,3.2584897685934138,2.5480274318055955,3.210503943002656,1.7521342085003886,2.773794693709121,2.666935710474998,2.015513960793563,3.984900448497701,2.9296621332430535,2.0128364815854214,3.3466411828402287,3.3112730319291095,3.046611679129663,2.8172153960543063,2.9522276889614676,2.3857570307597604,2.9829566028824783,2.290407574409836,2.931400939533067,3.9811655515421553,3.9810822562471295
94,2.3261928629553417,2.444613926077992,1.985655891343291,1.63739504788346,2.011749496514311,2.8468517752964373,1.493218444083974,2.329339817847711,1.906716938022619,2.126461995242791,2.15099406517885,2.211897265328369,3.352659329406225,3.5168039311728383,1.5706944989336158,2.5424810540510143,2.0709963444509816,1.963253475710891,3.273725166017435,3.9897215540277493,3.5874757634075602,3.1214085000684273,3.0891528919137534,2.2490100153485684,1.9413719671793896,1.8686625516211077,1.7884238326543884,1.660715005540977,2.2969884348081777,2.0138593217298713,4.969826962628738,4.979168120829269,2.0128527902114204,3.989462437097775
95,3.903197683604883,3.776371434677277,3.006160365454573,2.6048270371280244,3.6042031461571247,4.2243159202362905,2.7097902611225293,3.661211226354932,3.4979490706043617,3.8237741938542613,2.5068048456698233,3.62907656345978,3.9066549940093136,2.952561689950328,3.926558588946816,3.3899416104371296,3.1622957405172993,3.0383266088871936,3.625479958072037,4.991000520100724,3.0228481892618335,4.96468480583625,3.9689991421079003,3.829990201255012,2.644341427772435,2.9223112574946755,3.344376834888181,2.75730339515233,4.064959033298232,4.977669254486943,3.9972647935236254,4.984465620416541,4.00080328746881,3.0028909617127133
96,1.1572811829686718,1.3769939797316537,1.3572287651169048,1.7312090396969946,1.2139638131250943,1.7240425732063416,1.598457481677043,1.6499798005783857,1.5071003262157827,1.0985991515780582,1.417215989313206,0.922324539305956,2.253493696954009,1.164333459908262,0.8881325168981272,1.9313612811677772,1.9070450326623287,0.45365005404618736,2.489325163102649,1.2542382197456776,1.027968738532854,1.6761976565568335,2.469344826512859,1.5245851039822045,0.6346538835215811,1.3312945491098278,0.5968443395094967,1.6592369802507685,1.4790403493532795,0.9974108546979187,1.0074369596212052,2.9769289915600314,1.0044801978890305,3.9632670866040667
